meanHue, mom1, mom2, mom3, mom4, mom5, mom6, mom7,stdDevHue,entropy,area,distance,class
0.046135, 0.00243138,4.845e-008,1.22376e-010,3.1175e-010,3.34319e-020,-6.68581e-014,5.08932e-020,43.8282,4.54863,21177,396,mela_rossa
0.0626733, 0.00302512,3.47072e-007,1.29493e-009,1.63764e-009,2.38374e-018,6.95595e-013,7.02942e-020,51.3804,3.89625,17498,696,mela_rossa
0.0427982, 0.00243078,4.16709e-008,9.22714e-011,3.10628e-010,3.48015e-020,-5.99903e-014,3.94266e-020,41.37,4.6241,21343.5,398,mela_rossa
0.0648987, 0.00302761,3.53155e-007,1.77974e-009,1.80138e-009,3.22533e-018,7.58231e-013,2.4969e-020,52.7269,3.95783,17346,701,mela_rossa
0.0556625, 0.00248047,5.32061e-008,8.73111e-011,3.30334e-010,3.64043e-020,-7.51426e-014,4.26846e-020,50.0465,4.52699,21287,389,mela_rossa
0.0892697, 0.00308764,2.99377e-007,1.19979e-009,1.94931e-009,2.96969e-018,7.66248e-013,-2.60379e-019,61.674,4.00158,17590,701,mela_rossa
0.0601014, 0.00249944,5.15414e-008,1.14052e-010,3.51599e-010,4.23126e-020,-7.90335e-014,5.62757e-020,52.0365,4.6115,21265.5,390,mela_rossa
0.0880447, 0.00307363,3.07488e-007,1.45261e-009,1.97294e-009,3.33616e-018,7.71186e-013,-1.60119e-019,61.5092,3.93177,17594.5,701,mela_rossa
0.0678106, 0.00316813,3.34547e-007,1.55796e-009,2.21545e-009,4.11327e-018,8.24283e-013,1.48506e-019,53.9869,3.93256,17609.5,696,mela_rossa
0.0503227, 0.00210172,4.57504e-008,1.0349e-010,3.84847e-010,7.25086e-020,-3.2508e-015,2.53241e-020,46.8417,4.5974,11439.5,769,mela_rossa
0.0719714, 0.00314358,3.5743e-007,1.38075e-009,2.01689e-009,3.34326e-018,8.55685e-013,3.88379e-019,55.2962,3.86232,17554.5,698,mela_rossa
0.0419025, 0.00207536,4.51361e-008,1.09904e-010,3.61287e-010,6.68721e-020,3.33667e-015,2.66646e-020,42.5885,4.51229,11511,774,mela_rossa
0.0715487, 0.00313638,3.78328e-007,1.69253e-009,2.05513e-009,3.82786e-018,8.45254e-013,1.96788e-019,55.4013,3.86684,17520.5,705,mela_rossa
0.0465759, 0.00208625,4.49574e-008,1.09685e-010,3.80084e-010,7.33176e-020,7.81062e-015,2.54391e-020,45.0042,4.51746,11478.5,767,mela_rossa
0.0731643, 0.00298451,5.47083e-008,1.29024e-009,1.79299e-009,2.65829e-018,3.51203e-013,6.08738e-019,57.4787,4.03295,15667.5,753,mela_rossa
0.0460051, 0.00200353,3.98671e-008,1.0904e-010,2.86133e-010,4.75344e-020,7.63936e-015,1.71728e-020,44.3293,4.5624,11347,773,mela_rossa
0.0737278, 0.0030729,4.0918e-008,1.25403e-009,2.12778e-009,3.39257e-018,3.36006e-013,7.55637e-019,58.0484,4.06175,15854.5,749,mela_rossa
0.0469624, 0.00204059,4.15377e-008,1.12851e-010,3.23579e-010,5.86801e-020,1.39469e-014,1.94941e-020,44.5482,4.64039,11456.5,773,mela_rossa
0.0665756, 0.00304878,5.16234e-008,1.43743e-009,2.03504e-009,3.42793e-018,3.13118e-013,6.03158e-019,55.3903,4.04976,15771,759,mela_rossa
0.0432447, 0.00203339,4.45652e-008,1.2736e-010,3.13063e-010,5.9681e-020,1.21957e-014,1.86001e-020,43.0438,4.57247,11410,768,mela_rossa
0.0789938, 0.00212703,8.23956e-008,2.53795e-010,7.34907e-010,3.12788e-019,9.32972e-014,5.38388e-020,60.615,4.58903,10369,739,mela_rossa
0.0533099, 0.00260029,3.61312e-008,6.62537e-010,1.73493e-009,1.8424e-018,1.05163e-013,2.55693e-019,50.1023,4.21102,12686,750,mela_rossa
0.0806096, 0.00294666,2.97603e-007,3.35062e-009,5.21412e-009,2.17057e-017,1.89506e-012,-1.95775e-018,60.6626,4.20376,13215,671,mela_rossa
0.0519262, 0.00317108,2.33465e-008,8.20359e-010,1.53434e-009,1.6011e-018,1.08596e-013,6.32252e-019,47.8877,4.24671,13122.5,724,mela_rossa
0.0542235, 0.00213337,1.0188e-007,2.94952e-011,1.3682e-010,-7.76116e-021,-3.77652e-014,-3.9127e-021,46.8794,4.74267,17954,479,mela_rossa
0.0840308, 0.001844,1.72598e-008,1.38344e-011,1.0255e-010,3.53147e-021,-2.86891e-016,-1.56483e-021,61.8328,5.11789,17809,477,mela_rossa
0.0660535, 0.00428744,8.20469e-008,5.81132e-009,1.26022e-008,9.78587e-017,-9.55022e-013,4.53269e-017,54.3426,4.1067,15301.5,767,mela_rossa
0.0724712, 0.00510552,1.17552e-007,3.98661e-009,1.51178e-008,5.32177e-017,-5.00532e-012,-1.04605e-016,55.6582,4.00071,17782.5,711,mela_rossa
0.0631575, 0.00387672,2.92103e-007,2.49305e-009,6.30347e-009,1.52905e-017,-2.78975e-012,-1.97638e-017,51.4257,4.33314,24869,421,mela_rossa
0.0695022, 0.00224281,5.11292e-008,1.2447e-010,2.55008e-010,4.37137e-020,5.73976e-014,-1.23772e-020,56.258,4.44118,20298,491,mela_rossa
0.061946, 0.00250296,1.55865e-007,8.81371e-010,1.21818e-009,1.25848e-018,3.17324e-013,-9.75289e-020,53.0455,4.39889,12520,671,mela_rossa
0.0855529, 0.00262349,1.04728e-007,2.47932e-010,1.41617e-009,6.92178e-019,-2.52011e-013,-4.74413e-019,62.7729,4.36967,9425,819,mela_rossa
0.0866712, 0.00250429,6.97736e-008,3.22591e-010,1.14998e-009,6.37355e-019,-8.85866e-014,-2.90463e-019,62.9528,4.3612,9270,819,mela_rossa
0.069117, 0.00234554,5.29826e-008,3.14825e-010,8.21268e-010,3.65994e-019,4.35689e-015,-2.01095e-019,56.028,4.45516,9214.5,818,mela_rossa
0.0760776, 0.00232783,6.84539e-008,3.52107e-010,7.63987e-010,3.51361e-019,6.39407e-015,-1.83186e-019,59.3841,4.38612,9127,819,mela_rossa
0.0726046, 0.0024379,8.44084e-008,3.48109e-010,1.04357e-009,5.33462e-019,-5.09017e-014,-3.3322e-019,57.8242,4.3218,9196.5,814,mela_rossa
0.0942172, 0.00275877,2.96237e-007,8.02958e-010,1.3116e-009,1.10707e-018,4.18264e-014,-7.65593e-019,64.1124,4.16522,9687,811,mela_rossa
0.084635, 0.0039272,6.67428e-007,3.35296e-009,6.5209e-009,3.02723e-017,1.73733e-013,-3.64799e-018,62.0308,4.17424,12081,798,mela_rossa
0.100584, 0.00321083,9.02722e-007,3.94762e-009,5.56737e-009,2.5706e-017,3.82994e-012,4.51897e-018,66.1207,3.95634,8271,885,mela_rossa
0.0716497, 0.00290928,3.06679e-007,7.24027e-010,1.76226e-009,1.45831e-018,-1.27114e-013,-1.35491e-018,56.6311,4.20994,9810.5,807,mela_rossa
0.082598, 0.00307302,4.13139e-007,7.84132e-010,2.44819e-009,2.28262e-018,-3.93422e-013,-2.5091e-018,60.0169,4.3705,9922.5,810,mela_rossa
0.0750081, 0.00178184,1.84237e-008,7.40665e-011,1.09817e-010,8.89399e-021,-1.43855e-015,-4.35749e-021,59.3814,4.56049,12509.5,606,mela_rossa
0.101463, 0.00287506,9.65809e-008,2.83792e-009,1.79342e-009,4.04424e-018,5.36186e-013,1.18624e-019,66.3655,3.98097,11281,831,mela_rossa
0.0610808, 0.00178767,2.03738e-008,7.37654e-011,1.09103e-010,8.67363e-021,-3.4011e-015,-4.53516e-021,52.8504,4.63664,12459.5,611,mela_rossa
0.0807073, 0.00249881,1.05975e-007,2.0084e-009,1.40806e-009,2.26751e-018,3.28697e-013,-6.8204e-019,59.9264,3.94629,11077,830,mela_rossa
0.0578349, 0.00180159,1.79287e-008,7.63843e-011,1.19129e-010,1.04825e-020,-2.59037e-015,-4.3883e-021,51.2208,4.56782,12565,608,mela_rossa
0.074962, 0.00250266,9.64318e-008,1.77348e-009,1.36554e-009,2.02677e-018,2.86556e-013,-6.38808e-019,57.2307,3.98645,11035,831,mela_rossa
0.0794853, 0.00298572,4.14695e-007,8.96617e-010,2.28966e-009,1.70188e-018,-5.72294e-013,-2.80469e-018,58.3974,4.27891,9467.5,824,mela_rossa
0.0767441, 0.00320839,8.48844e-008,1.08605e-009,5.00738e-009,1.03871e-017,-6.12533e-013,-5.33531e-018,59.2113,4.03857,10893.5,862,mela_rossa
0.0799335, 0.00298423,3.87882e-007,7.39955e-010,2.30394e-009,1.39665e-018,-5.50822e-013,-2.66434e-018,59.3219,4.3079,9441,825,mela_rossa
0.091306, 0.00319324,9.39285e-008,4.73381e-010,4.40913e-009,5.58674e-018,-9.81382e-013,-3.06013e-018,63.7383,4.03583,11065.5,866,mela_rossa
0.0816081, 0.00276923,4.06302e-007,1.50388e-009,1.61058e-009,2.48592e-018,6.81107e-013,-3.21136e-019,60.9533,4.16245,12502,792,mela_rossa
0.0934677, 0.0026203,2.15156e-007,7.59491e-010,1.10789e-009,8.52641e-019,9.45055e-014,-5.5299e-019,63.2117,4.23785,9281,828,mela_rossa
0.0953484, 0.00170449,9.31088e-009,3.98049e-011,1.05638e-010,5.24583e-021,-3.71787e-015,-4.40521e-021,66.101,4.75821,13175.5,586,mela_rossa
0.0850486, 0.00280018,3.45859e-007,1.51693e-009,7.58395e-010,7.46111e-019,7.62445e-014,-3.24041e-019,60.9605,4.03748,17606.5,588,mela_rossa
0.0753338, 0.00167846,9.41748e-009,3.99068e-011,9.84594e-011,4.66736e-021,-3.54463e-015,-4.03811e-021,58.6473,4.85132,13163,588,mela_rossa
0.0615583, 0.00268559,3.46611e-007,1.40562e-009,6.13869e-010,5.49564e-019,5.85723e-014,-1.52113e-019,50.3659,3.98364,16880,586,mela_rossa
0.0894754, 0.00407254,8.12342e-007,3.79876e-009,8.28321e-009,4.63523e-017,-7.29004e-013,-3.22384e-018,62.8111,4.1792,12088,792,mela_rossa
0.0986624, 0.00334476,1.10749e-006,5.68337e-009,7.43519e-009,4.73246e-017,5.60818e-012,9.82032e-018,66.0696,3.83209,8414,887,mela_rossa
0.0706942, 0.00168429,7.75242e-009,4.12296e-011,1.02242e-010,5.45763e-021,-3.04838e-015,-3.77881e-021,56.809,4.70833,13120.5,589,mela_rossa
0.0561559, 0.00271554,3.6996e-007,1.49601e-009,6.4388e-010,6.13314e-019,8.71641e-014,-1.52288e-019,48.0424,3.89883,17140.5,586,mela_rossa
0.0543331, 0.00198133,5.06354e-008,1.8761e-010,1.67214e-010,2.69013e-020,-4.98352e-015,-1.23885e-020,47.9513,4.47898,13391.5,573,mela_rossa
0.0997098, 0.00217497,8.73663e-008,4.07762e-010,3.27277e-010,1.18272e-019,2.72441e-014,-1.74835e-020,67.6148,4.05047,15800,621,mela_rossa
0.0661273, 0.00200501,5.46214e-008,1.63033e-010,1.71737e-010,2.5265e-020,-7.45055e-015,-1.36917e-020,54.5452,4.51794,13614.5,569,mela_rossa
0.107148, 0.0024752,1.055e-007,1.15425e-009,1.10728e-009,1.21639e-018,2.97234e-013,-2.95595e-019,68.7062,4.09724,12369.5,795,mela_rossa
0.0754113, 0.00201077,5.09954e-008,1.53226e-010,1.77714e-010,2.57942e-020,-8.56685e-015,-1.39519e-020,57.7646,4.5615,13625.5,569,mela_rossa
0.120821, 0.002463,1.09913e-007,1.29677e-009,1.09413e-009,1.27703e-018,3.02385e-013,-2.6024e-019,71.9469,4.05115,12169.5,799,mela_rossa
0.109567, 0.00248994,1.26543e-007,1.19304e-009,1.16036e-009,1.32819e-018,3.45775e-013,-3.15991e-019,68.9065,4.02923,12341,795,mela_rossa
0.0611399, 0.00205242,1.29797e-007,1.7815e-010,1.48617e-010,-3.53763e-021,-4.29633e-014,-2.3922e-020,51.2923,4.66644,14079.5,579,mela_rossa
0.102321, 0.0025095,1.45812e-007,1.38026e-009,1.2762e-009,1.6409e-018,4.02908e-013,-4.19943e-019,67.5752,4.07079,12253,797,mela_rossa
0.0617194, 0.00203304,1.40688e-007,2.19158e-010,1.35165e-010,-5.92801e-021,-4.09617e-014,-2.24955e-020,51.2903,4.80491,13968.5,581,mela_rossa
0.10766, 0.00247129,1.11135e-007,1.18661e-009,1.1163e-009,1.24346e-018,3.02e-013,-3.23139e-019,68.5547,4.06863,12153.5,798,mela_rossa
0.0588887, 0.00203084,1.42963e-007,2.16446e-010,1.35341e-010,-4.07659e-021,-3.83309e-014,-2.28028e-020,50.3149,4.69258,14017.5,576,mela_rossa
0.105536, 0.00248973,1.17565e-007,1.36227e-009,1.19878e-009,1.46268e-018,3.18248e-013,-4.55429e-019,68.2109,4.04807,12283,799,mela_rossa
0.0593281, 0.00204206,1.38851e-007,2.21047e-010,1.28211e-010,-7.3428e-021,-4.12478e-014,-2.02964e-020,50.0359,4.67454,13990.5,578,mela_rossa
0.106825, 0.00249834,1.17889e-007,1.37202e-009,1.23747e-009,1.53702e-018,3.36806e-013,-4.87343e-019,68.4384,4.06729,12313.5,796,mela_rossa
0.042349, 0.00200053,1.03648e-007,1.6608e-010,1.17966e-010,-8.94402e-021,-3.57812e-014,-1.38795e-020,41.3803,4.70905,14114,576,mela_rossa
0.0990617, 0.00294323,3.5379e-007,2.53178e-009,2.28972e-009,5.4814e-018,1.33986e-012,-5.89351e-019,66.0934,3.74317,10722.5,782,mela_rossa
0.0813378, 0.00410519,9.59263e-007,4.58816e-009,8.79616e-009,5.57061e-017,2.62121e-013,4.40919e-018,60.0754,4.15016,12160.5,797,mela_rossa
0.0942106, 0.00330263,1.02528e-006,5.30497e-009,7.11564e-009,4.28715e-017,5.18872e-012,8.56264e-018,64.4996,3.90173,8291.5,887,mela_rossa
0.0527816, 0.00233558,2.61343e-008,3.65125e-010,3.63161e-010,1.24713e-019,2.99197e-014,-4.39845e-020,49.2485,4.37379,14598.5,559,mela_rossa
0.104195, 0.00316773,5.44178e-007,3.16933e-009,3.41462e-009,1.11197e-017,2.45217e-012,-1.59141e-018,67.3054,3.8753,10906.5,776,mela_rossa

0.0799342, 0.00296074,4.08802e-007,2.84262e-009,2.49639e-009,6.65007e-018,1.58974e-012,-1.36688e-020,59.0563,3.7734,10466,781,mela_rossa
0.0364643, 0.00210554,1.5026e-008,1.7475e-010,2.3161e-010,3.76109e-020,3.27378e-015,2.75058e-020,39.1322,4.48909,13530,604,mela_rossa
0.0702714, 0.00295337,4.57437e-007,2.97385e-009,2.3888e-009,6.35422e-018,1.59649e-012,-4.01841e-019,56.3451,3.69935,10312.5,780,mela_rossa
0.0773963, 0.0025014,1.46843e-007,1.7077e-010,2.15046e-010,-4.32603e-021,-8.23528e-014,4.09823e-020,58.9146,4.42307,28115.5,117,mela_rossa
0.102353, 0.00305135,3.6116e-007,3.71323e-009,2.81289e-009,9.04433e-018,1.68248e-012,-9.18494e-019,66.7036,3.79137,10404.5,785,mela_rossa
0.090859, 0.00243899,1.34685e-007,1.57443e-010,1.95407e-010,-9.44163e-021,-7.16281e-014,3.29485e-020,64.4293,4.50961,28598,118,mela_rossa
0.112562, 0.0029841,3.83434e-007,3.04349e-009,2.46762e-009,6.74675e-018,1.51438e-012,-4.60165e-019,69.0856,3.83556,10654,785,mela_rossa
0.130658, 0.00251537,9.74939e-008,1.97514e-010,2.61389e-010,3.39253e-020,-7.48032e-014,4.87495e-020,74.4737,4.46188,28748,116,mela_rossa
0.136829, 0.00295185,3.17855e-007,2.59002e-009,2.24689e-009,5.41317e-018,1.25853e-012,-2.78353e-019,74.0212,3.81211,10973,785,mela_rossa
0.0712914, 0.00220624,8.34238e-008,5.03686e-012,6.42859e-011,2.25839e-022,-1.35798e-014,-1.13453e-021,56.0307,4.60177,27745.5,121,mela_rossa
0.0984983, 0.00303988,3.95511e-007,3.1438e-009,2.60178e-009,7.41961e-018,1.62174e-012,-5.6419e-019,65.6357,3.83414,10728,779,mela_rossa
0.0604814, 0.00217357,7.48182e-008,8.76342e-012,6.38296e-011,1.32322e-021,-1.22704e-014,-7.26679e-022,51.1897,4.53835,27543.5,118,mela_rossa
0.0845851, 0.0030299,4.99645e-007,3.37097e-009,2.80864e-009,8.63167e-018,1.97084e-012,-4.25225e-019,61.7237,3.78584,10485,781,mela_rossa
0.0689766, 0.00216325,8.28184e-008,9.98209e-012,6.22132e-011,1.33724e-021,-1.38153e-014,-7.84487e-022,54.7198,4.66075,27664,119,mela_rossa
0.0885842, 0.00302491,4.35595e-007,3.88123e-009,2.69636e-009,8.64838e-018,1.74189e-012,-1.1365e-018,62.5355,3.78755,10589,781,mela_rossa
0.0902126, 0.00224567,5.81925e-008,4.50824e-011,8.82781e-011,4.68113e-021,-1.74192e-014,-3.01688e-021,63.404,4.6151,28636,119,mela_rossa
0.105032, 0.00309579,3.68172e-007,3.99083e-009,3.0638e-009,1.0684e-017,1.82584e-012,-7.92076e-019,67.5351,3.82914,10804,786,mela_rossa
0.0801097, 0.00462377,2.40304e-006,3.90324e-009,1.63874e-008,1.18318e-016,-5.43932e-012,5.6374e-017,58.8029,4.10104,10042,809,mela_rossa
0.0736671, 0.00371307,1.3498e-006,1.05216e-008,1.47707e-008,1.83088e-016,1.20364e-011,1.96357e-017,57.629,3.79737,8592,870,mela_rossa
0.0634875, 0.00275127,1.8243e-007,4.06781e-010,1.14482e-009,7.73419e-019,-2.69946e-013,1.10252e-019,53.8672,4.46466,20192,407,mela_rossa
0.0923733, 0.00400986,1.46722e-007,6.58471e-009,1.56197e-008,1.53077e-016,5.05898e-012,-4.07469e-017,63.6574,3.88507,11358.5,782,mela_rossa
0.0632131, 0.00204358,4.09043e-008,3.84089e-011,2.1406e-010,1.91315e-020,-4.08413e-014,-3.27474e-021,53.738,4.58755,14454,539,mela_rossa
0.0960633, 0.00346756,3.5052e-007,6.33138e-009,6.23205e-009,3.87076e-017,3.59375e-012,-5.84665e-018,65.0188,3.88189,10955,784,mela_rossa
0.0924958, 0.00406736,2.49957e-008,4.82337e-009,1.54145e-008,1.27109e-016,1.33323e-012,-3.88489e-017,64.5281,3.92219,11450.5,782,mela_rossa
0.0952031, 0.00409613,2.81819e-007,3.98174e-009,1.69753e-008,9.76116e-017,-7.84751e-012,-9.97457e-017,64.7891,3.8398,10558.5,784,mela_rossa
0.0547089, 0.00276008,1.42432e-007,3.05619e-011,1.27077e-009,2.39473e-019,-4.07801e-013,7.32767e-020,49.4668,4.58955,13996,623,mela_rossa
0.0871131, 0.00415258,1.62238e-007,6.77788e-009,1.77193e-008,1.91652e-016,7.13342e-012,-3.12654e-017,62.3517,3.85454,11378.5,783,mela_rossa
0.0558061, 0.00274889,1.29654e-007,3.71635e-011,1.28969e-009,2.51405e-019,-4.09725e-013,-1.28517e-019,49.7101,4.5662,14017.5,628,mela_rossa
0.0840423, 0.00413298,1.21497e-007,6.01997e-009,1.64783e-008,1.61271e-016,5.71951e-012,-3.04575e-017,61.6856,3.87346,11388,783,mela_rossa
0.0585878, 0.00265878,1.03869e-007,2.91089e-011,1.09813e-009,1.58192e-019,-3.30662e-013,-1.16284e-019,50.7651,4.74192,13945.5,624,mela_rossa
0.0927156, 0.00398657,1.68937e-007,6.34401e-009,1.38341e-008,1.26654e-016,5.51292e-012,-2.74791e-017,63.5669,3.88206,11298.5,781,mela_rossa
0.049216, 0.00189759,2.23168e-008,3.26002e-011,9.13267e-011,3.68955e-021,-4.46017e-015,-3.34953e-021,47.0488,4.85389,16658,549,mela_rossa
0.105975, 0.00284486,5.99593e-008,1.67982e-009,1.16308e-009,1.21819e-018,5.06484e-014,1.07656e-018,68.0626,4.20638,16517.5,708,mela_rossa
0.0727001, 0.00337222,4.7766e-007,7.64206e-009,1.15891e-008,1.08527e-016,6.20965e-012,-1.08156e-017,57.4871,3.98001,13350.5,677,mela_rossa
0.0815504, 0.00461299,2.4925e-006,6.21084e-009,1.65017e-008,1.50166e-016,-2.54364e-012,7.32017e-017,58.8082,4.15906,10513.5,803,mela_rossa
0.0401489, 0.00227626,1.27112e-007,1.20797e-010,2.00738e-010,1.37303e-020,-2.90632e-014,-2.80819e-020,39.3814,4.54677,16264,582,mela_rossa
0.0707774, 0.00324294,2.82746e-007,2.52832e-009,2.78702e-009,6.68436e-018,3.45551e-013,-3.17064e-018,55.4702,3.93652,15591.5,766,mela_rossa
0.0670162, 0.00251759,1.9929e-007,1.00776e-009,8.81982e-010,8.31026e-019,3.17744e-013,2.84163e-020,54.9038,3.92263,14402.5,773,mela_rossa
0.0375476, 0.00195714,3.77678e-009,5.67155e-011,1.44783e-010,1.30353e-020,8.79614e-015,-1.48716e-021,39.0983,4.67734,14175,670,mela_rossa
0.0665971, 0.00249462,1.50046e-007,9.22224e-010,8.32325e-010,7.29205e-019,2.40766e-013,4.44829e-021,54.1945,3.9147,14509,780,mela_rossa
0.0893948, 0.00225908,2.51103e-008,2.80935e-010,2.7978e-010,7.20835e-020,4.30693e-014,3.09273e-020,64.0688,4.23336,19879.5,580,mela_rossa
0.0307878, 0.00218769,1.2094e-008,1.92955e-010,2.0073e-010,2.67495e-020,2.17462e-014,2.907e-020,33.3988,4.36308,11464.5,778,mela_rossa
0.0883392, 0.00221354,3.42067e-008,2.89649e-010,2.69949e-010,7.08748e-020,3.89637e-014,2.59754e-020,63.3502,4.21417,18977.5,601,mela_rossa
0.0213283, 0.00218227,1.39991e-008,1.42471e-010,2.09708e-010,3.44376e-020,2.44805e-014,1.13127e-020,23.7072,4.38191,11486.5,777,mela_rossa
0.0569268, 0.00302463,4.04099e-007,1.25273e-009,1.06316e-009,-2.14283e-020,-3.69158e-013,-1.22676e-018,49.0089,4.38925,12360.5,771,mela_rossa
0.0560694, 0.0019921,4.25288e-008,4.42787e-011,1.30814e-010,1.83171e-021,-2.1397e-014,-9.78591e-021,50.2061,4.84811,15291,617,mela_rossa
0.102383, 0.0032775,6.52565e-007,3.60191e-009,3.48271e-009,1.23013e-017,2.67733e-012,-9.12396e-019,66.2087,3.9251,12791,824,mela_rossa
0.0388324, 0.00189724,2.91738e-008,1.0104e-011,6.23601e-011,9.36524e-022,-5.47988e-015,-1.25427e-021,39.1366,4.77093,19956.5,417,mela_rossa
0.0795733, 0.00261614,1.42316e-007,1.37989e-009,1.22388e-009,1.57304e-018,4.45254e-013,2.34955e-019,59.2902,3.9363,17210.5,583,mela_rossa
0.0354167, 0.00193403,2.90329e-008,1.10851e-011,6.6841e-011,9.80229e-022,-6.03021e-015,-1.53279e-021,36.1368,4.80434,20019,419,mela_rossa
0.0695055, 0.00264016,1.6187e-007,1.28983e-009,1.2418e-009,1.53061e-018,4.65992e-013,3.56603e-019,54.8828,3.95963,17495,584,mela_rossa
0.0547734, 0.00192673,3.88869e-008,1.52091e-011,7.12354e-011,1.30443e-021,-8.70396e-015,-1.9484e-021,49.4807,4.72199,19727,414,mela_rossa
0.124016, 0.00260545,3.10617e-007,1.09676e-009,1.2497e-009,1.40094e-018,5.93558e-013,4.2185e-019,72.1064,4.06263,19971.5,495,mela_rossa
0.0707854, 0.0034312,5.08711e-007,8.60274e-009,1.30136e-008,1.36688e-016,7.50379e-012,-1.66117e-017,56.5348,4.01193,13236.5,671,mela_rossa
0.0660026, 0.00490089,1.79591e-006,1.50033e-008,3.00758e-008,6.32772e-016,-5.30249e-013,8.81325e-017,54.0921,3.51936,10592,793,mela_rossa
0.0560964, 0.00192451,3.37693e-008,1.167e-011,7.01818e-011,1.26175e-021,-8.09613e-015,-1.56271e-021,50.0543,4.74646,19737.5,420,mela_rossa
0.120535, 0.00258402,2.72738e-007,9.33786e-010,1.16966e-009,1.17556e-018,4.97119e-013,3.35123e-019,71.1764,4.12201,19827,495,mela_rossa
0.0900893, 0.00250954,1.93749e-007,5.53751e-010,6.78813e-010,3.74193e-019,1.5942e-013,1.82173e-019,63.6839,4.09491,20246,501,mela_rossa
0.0425376, 0.00196887,1.36017e-008,3.59045e-011,1.75953e-010,5.70528e-021,-1.99392e-014,-1.27686e-020,42.0281,4.77508,12395.5,743,mela_rossa
0.0926413, 0.00251099,2.06589e-007,5.08803e-010,6.86415e-010,3.53872e-019,1.84339e-013,1.98315e-019,64.0933,4.2847,20183,501,mela_rossa
0.0358417, 0.00196073,1.25655e-008,2.62756e-011,1.7338e-010,4.82744e-021,-1.87472e-014,-1.06603e-020,37.5742,4.72748,12379.5,743,mela_rossa
0.101909, 0.00250297,2.10617e-007,5.80177e-010,7.79702e-010,4.65613e-019,2.31423e-013,2.41274e-019,66.5609,3.94432,19393.5,498,mela_rossa
0.0404808, 0.00195971,1.35591e-008,2.94652e-011,1.77204e-010,6.39156e-021,-2.01747e-014,-1.10953e-020,39.912,4.7345,12117,745,mela_rossa
0.102972, 0.00247972,1.67919e-007,4.94469e-010,7.49449e-010,4.211e-019,2.07505e-013,1.75554e-019,66.5338,3.94184,19333.5,502,mela_rossa
0.0425173, 0.00194886,1.36327e-008,3.1003e-011,1.74767e-010,5.95123e-021,-2.01177e-014,-1.14051e-020,41.5402,4.73617,12083,744,mela_rossa
0.050289, 0.00216624,4.34161e-009,4.61691e-011,3.38692e-010,3.48381e-020,-1.65379e-014,-2.40846e-020,47.0823,4.72749,11407,794,mela_rossa
0.0509293, 0.00228717,4.97171e-009,7.12872e-011,4.83509e-010,6.13321e-020,-3.26595e-014,-6.55462e-020,47.4407,4.60525,11453,796,mela_rossa
0.0703977, 0.00221726,4.91124e-008,1.48939e-012,3.18425e-010,-6.9237e-021,-3.73263e-014,3.87166e-022,56.3865,4.88229,18984,471,mela_rossa
0.076424, 0.002233,5.09114e-008,1.46858e-012,3.35998e-010,-7.46031e-021,-4.05451e-014,2.25008e-022,58.4808,4.98443,19077.5,477,mela_rossa
0.0794454, 0.00222183,4.78579e-008,6.1074e-013,3.25495e-010,-2.97239e-021,-3.65391e-014,3.49664e-021,59.742,4.87293,18969.5,473,mela_rossa
0.0660401, 0.00208287,8.57882e-008,1.87612e-010,5.47526e-010,1.64029e-019,5.34467e-014,6.23632e-020,55.0322,4.91588,10205.5,740,mela_rossa
0.0657366, 0.00235549,2.37329e-007,3.00461e-010,3.51424e-010,1.08313e-019,1.3289e-013,3.61742e-020,55.5886,3.99805,19515,557,mela_rossa
0.0421832, 0.00274374,8.61595e-007,5.41372e-009,2.87859e-009,1.11095e-017,2.60066e-012,-2.39009e-018,39.47,4.83854,14897.5,600,mela_rossa
0.0660002, 0.0023415,2.38714e-007,2.94781e-010,3.39678e-010,1.02061e-019,1.29787e-013,3.37162e-020,56.0757,3.9859,19527,553,mela_rossa
0.0383617, 0.00279521,1.06089e-006,6.32784e-009,3.19617e-009,1.41492e-017,3.22761e-012,-2.53103e-018,36.6586,4.82195,14905,599,mela_rossa
0.0729714, 0.00230424,8.40436e-008,3.85e-010,4.59875e-010,1.92354e-019,1.2439e-013,2.10669e-020,57.0239,4.06027,16598.5,670,mela_rossa
0.0430238, 0.00206236,7.31468e-008,2.56769e-010,2.34338e-010,4.16478e-021,-1.4259e-014,5.73312e-020,44.1551,4.57937,12979,708,mela_rossa
0.0767935, 0.00230979,1.02479e-007,3.69948e-010,4.70907e-010,1.95251e-019,1.4244e-013,2.25568e-020,57.9774,3.99375,16602,671,mela_rossa
0.0512465, 0.00206738,7.88686e-008,2.59805e-010,2.36464e-010,3.60192e-021,-1.45063e-014,5.84991e-020,48.9135,4.53569,13018.5,711,mela_rossa
0.0762615, 0.00231781,8.04177e-008,4.5883e-010,4.92004e-010,2.32985e-019,1.34761e-013,1.90779e-020,58.3281,4.00864,16443,670,mela_rossa
0.0527391, 0.00207165,7.66511e-008,2.65125e-010,2.41276e-010,4.82041e-021,-1.46839e-014,6.08329e-020,49.5621,4.5686,12979.5,709,mela_rossa
0.088994, 0.00323748,1.5413e-007,3.9226e-010,2.24948e-009,2.0235e-019,-7.44575e-013,-2.10334e-018,63.1909,4.30138,14027,743,mela_rossa
